Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;;Doppler
59100;8631614.949;1377206.946;-1739508.114;0;0;0;2.471919657;0.793176221;3162392.732;3243471.707;17044558.86;-0.000270439;0;0;0;0;3.45096158;0;2.471919657;0.793176221;0.788247332;-1.291239651;1.044771905;8.788247332;5933.865407;-1129.177042;0;0;86459.1;2163;48;0;59089.18094;;;-5931.621285
59200;8631671.651;1377539.09;-1738966.375;0;0;0;2.471650697;0.793238034;3162279.857;3243358.832;17043965.7;-0.000270439;0;0;0;0;3.450752744;0;2.471650697;0.793238034;0.788764158;-1.291498722;1.044808391;8.788764158;5929.413288;-1128.329832;0;0;86459.2;2163;48;0;59189.18132;;;-5927.207055
59300;8631728.31;1377871.225;-1738424.626;0;0;0;2.471381683;0.793299809;3162167.066;3243246.041;17043372.98;-0.000270439;0;0;0;0;3.450544076;0;2.471381683;0.793299809;0.789280663;-1.291757846;1.044844855;8.789280663;5924.960568;-1127.482508;0;0;86459.3;2163;48;0;59289.1817;;;-5922.740275
59400;8631784.926;1378203.351;-1737882.868;0;0;0;2.471112617;0.793361545;3162054.36;3243133.335;17042780.71;-0.000270439;0;0;0;0;3.450335577;0;2.471112617;0.793361545;0.789796846;-1.292017024;1.044881299;8.789796846;5920.507384;-1126.635095;0;0;86459.4;2163;48;0;59389.18207;;;-5918.273495
59500;8631841.499;1378535.469;-1737341.099;0;0;0;2.470843498;0.793423243;3161941.739;3243020.714;17042188.88;-0.000270439;0;0;0;0;3.450127246;0;2.470843498;0.793423243;0.790312707;-1.292276253;1.044917721;8.790312707;5916.053687;-1125.787585;0;0;86459.5;2163;48;0;59489.18245;;;-5913.806715
59600;8631898.028;1378867.578;-1736799.321;0;0;0;2.470574326;0.793484902;3161829.203;3242908.178;17041597.5;-0.000270439;0;0;0;0;3.449919082;0;2.470574326;0.793484902;0.790828246;-1.292535537;1.044954122;8.790828246;5911.599429;-1124.939967;0;0;86459.6;2163;48;0;59589.18282;;;-5909.392485
59700;8631954.513;1379199.679;-1736257.533;0;0;0;2.470305102;0.793546523;3161716.751;3242795.726;17041006.56;-0.000270439;0;0;0;0;3.449711088;0;2.470305102;0.793546523;0.791343464;-1.292794874;1.044990502;8.791343464;5907.144703;-1124.092261;0;0;86459.7;2163;48;0;59689.1832;;;-5904.925705
59800;8632010.956;1379531.771;-1735715.735;0;0;0;2.470035826;0.793608105;3161604.384;3242683.359;17040416.07;-0.000270439;0;0;0;0;3.449503261;0;2.470035826;0.793608105;0.791858358;-1.293054263;1.04502686;8.791858358;5902.68938;-1123.244442;0;0;86459.8;2163;48;0;59789.18357;;;-5900.458925
59900;8632067.355;1379863.855;-1735173.928;0;0;0;2.469766496;0.793669649;3161492.102;3242571.077;17039826.02;-0.000270439;0;0;0;0;3.449295602;0;2.469766496;0.793669649;0.792372931;-1.293313706;1.045063197;8.792372931;5898.233591;-1122.396533;0;0;86459.9;2163;48;0;59889.18395;;;-5895.992145
60000;8632123.711;1380195.93;-1734632.111;0;0;0;2.469497115;0.793731154;3161379.905;3242458.88;17039236.42;-0.000270439;0;0;0;0;3.449088112;0;2.469497115;0.793731154;0.79288718;-1.293573201;1.045099513;8.79288718;5893.777305;-1121.54853;0;0;86460;2163;48;0;59989.18432;;;-5891.577915
60100;8632180.023;1380527.997;-1734090.284;0;0;0;2.46922768;0.79379262;3161267.792;3242346.768;17038647.27;-0.000270439;0;0;0;0;3.448880789;0;2.46922768;0.79379262;0.793401107;-1.293832751;1.045135808;8.793401107;5889.320429;-1120.700415;0;0;86460.1;2163;48;0;60089.1847;;;-5887.058584
60200;8632236.293;1380860.055;-1733548.447;0;0;0;2.468958193;0.793854048;3161155.765;3242234.74;17038058.56;-0.000270439;0;0;0;0;3.448673635;0;2.468958193;0.793854048;0.793914711;-1.294092351;1.045172081;8.793914711;5884.863104;-1119.852214;0;0;86460.2;2163;48;0;60189.18507;;;-166119856.7
