Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;;Doppler
17300;8604126.334;1237640.78;-1965059.915;0;0;0;2.57953232;0.764219352;3216865.311;3297944.301;17330814.27;-0.000270439;0;0;0;0;3.553161353;0;2.57953232;0.764219352;0.54891954;-1.187803307;1.027846211;8.54891954;7745.634625;-1473.945261;0;0;86417.3;2163;16;0;17288.99924;;;-7743.557515
17400;8604201.099;1237976.373;-1964522.537;0;0;0;2.579286696;0.764295459;3216717.956;3297796.946;17330039.92;-0.000270439;0;0;0;0;3.552880903;0;2.579286696;0.764295459;0.549542792;-1.188038838;1.027890255;8.549542792;7741.425203;-1473.144235;0;0;86417.4;2163;16;0;17388.99973;;;-7739.300936
17500;8604275.82;1238311.958;-1963985.148;0;0;0;2.579041015;0.764371535;3216570.682;3297649.672;17329265.99;-0.000270439;0;0;0;0;3.552600629;0;2.579041015;0.764371535;0.550165799;-1.188274428;1.027934284;8.550165799;7737.215199;-1472.343097;0;0;86417.5;2163;16;0;17489.00022;;;-7735.096908
17600;8604350.499;1238647.535;-1963447.748;0;0;0;2.578795276;0.764447582;3216423.488;3297502.478;17328492.48;-0.000270439;0;0;0;0;3.552320529;0;2.578795276;0.764447582;0.55078856;-1.188510074;1.027978298;8.55078856;7733.004453;-1471.541819;0;0;86417.6;2163;16;0;17589.00072;;;-7730.892879
17700;8604425.135;1238983.105;-1962910.336;0;0;0;2.578549479;0.764523599;3216276.374;3297355.364;17327719.39;-0.000270439;0;0;0;0;3.552040604;0;2.578549479;0.764523599;0.551411077;-1.188745781;1.028022297;8.551411077;7728.793168;-1470.740438;0;0;86417.7;2163;16;0;17689.00121;;;-7726.688851
17800;8604499.727;1239318.666;-1962372.914;0;0;0;2.578303624;0.764599586;3216129.34;3297208.33;17326946.72;-0.000270439;0;0;0;0;3.551760854;0;2.578303624;0.764599586;0.552033348;-1.188981545;1.028066281;8.552033348;7724.581168;-1469.938921;0;0;86417.8;2163;16;0;17789.0017;;;-7722.484822
17900;8604574.277;1239654.219;-1961835.481;0;0;0;2.578057711;0.764675542;3215982.386;3297061.376;17326174.47;-0.000270439;0;0;0;0;3.551481279;0;2.578057711;0.764675542;0.552655373;-1.189217369;1.028110249;8.552655373;7720.368566;-1469.13729;0;0;86417.9;2163;16;0;17889.00219;;;-7718.280794
18000;8604648.783;1239989.764;-1961298.036;0;0;0;2.57781174;0.764751469;3215835.512;3296914.502;17325402.65;-0.000270439;0;0;0;0;3.551201878;0;2.57781174;0.764751469;0.553277153;-1.189453249;1.028154203;8.553277153;7716.155389;-1468.335549;0;0;86418;2163;16;0;17989.00268;;;-7714.024215
18100;8604723.246;1240325.302;-1960760.581;0;0;0;2.577565711;0.764827366;3215688.719;3296767.709;17324631.24;-0.000270439;0;0;0;0;3.550922652;0;2.577565711;0.764827366;0.553898686;-1.18968919;1.028198142;8.553898686;7711.941482;-1467.533669;0;0;86418.1;2163;16;0;18089.00317;;;-7709.820187
18200;8604797.666;1240660.831;-1960223.114;0;0;0;2.577319624;0.764903232;3215542.006;3296620.995;17323860.26;-0.000270439;0;0;0;0;3.550643601;0;2.577319624;0.764903232;0.554519973;-1.189925188;1.028242066;8.554519973;7707.727048;-1466.731689;0;0;86418.2;2163;16;0;18189.00366;;;-7705.616159
18300;8604872.043;1240996.352;-1959685.636;0;0;0;2.577073479;0.764979069;3215395.373;3296474.362;17323089.7;-0.000270439;0;0;0;0;3.550364725;0;2.577073479;0.764979069;0.555141014;-1.190161244;1.028285975;8.555141014;7703.511871;-1465.929567;0;0;86418.3;2163;16;0;18289.00415;;;-7701.41213
18400;8604946.377;1241331.865;-1959148.148;0;0;0;2.576827276;0.765054875;3215248.82;3296327.809;17322319.55;-0.000270439;0;0;0;0;3.550086023;0;2.576827276;0.765054875;0.555761808;-1.190397359;1.028329868;8.555761808;7699.296126;-1465.127338;0;0;86418.4;2163;16;0;18389.00463;;;-7697.155552
18500;8605020.668;1241667.371;-1958610.648;0;0;0;2.576581016;0.765130652;3215102.348;3296181.337;17321549.84;-0.000270439;0;0;0;0;3.549807496;0;2.576581016;0.765130652;0.556382356;-1.190633533;1.028373747;8.556382356;7695.079803;-1464.324998;0;0;86418.5;2163;16;0;18489.00512;;;-7693.004074
18600;8605094.915;1242002.868;-1958073.137;0;0;0;2.576334697;0.765206398;3214955.955;3296034.944;17320780.54;-0.000270439;0;0;0;0;3.549529144;0;2.576334697;0.765206398;0.557002657;-1.190869765;1.02841761;8.557002657;7690.862745;-1463.522519;0;0;86418.6;2163;16;0;18589.00561;;;-7688.747495
18700;8605169.12;1242338.357;-1957535.616;0;0;0;2.576088321;0.765282114;3214809.643;3295888.632;17320011.66;-0.000270439;0;0;0;0;3.549250966;0;2.576088321;0.765282114;0.55762271;-1.191106055;1.028461459;8.55762271;7686.645144;-1462.719936;0;0;86418.7;2163;16;0;18689.0061;;;-7684.543466
18800;8605243.281;1242673.838;-1956998.083;0;0;0;2.575841887;0.7653578;3214663.411;3295742.4;17319243.21;-0.000270439;0;0;0;0;3.548972963;0;2.575841887;0.7653578;0.558242517;-1.191342404;1.028505292;8.558242517;7682.426802;-1461.917212;0;0;86418.8;2163;16;0;18789.00659;;;-7680.286888
18900;8605317.399;1243009.311;-1956460.539;0;0;0;2.575595395;0.765433455;3214517.26;3295596.249;17318475.18;-0.000270439;0;0;0;0;3.548695135;0;2.575595395;0.765433455;0.558862076;-1.191578811;1.02854911;8.558862076;7678.207915;-1461.114385;0;0;86418.9;2163;16;0;18889.00707;;;-7676.082859
19000;8605391.475;1243344.777;-1955922.984;0;0;0;2.575348844;0.765509081;3214371.189;3295450.178;17317707.57;-0.000270439;0;0;0;0;3.548417481;0;2.575348844;0.765509081;0.559481388;-1.191815275;1.028592913;8.559481388;7673.988438;-1460.311445;0;0;86419;2163;16;0;18989.00756;;;-7671.878831
19100;8605465.507;1243680.234;-1955385.418;0;0;0;2.575102237;0.765584676;3214225.198;3295304.187;17316940.38;-0.000270439;0;0;0;0;3.548140001;0;2.575102237;0.765584676;0.560100452;-1.192051799;1.0286367;8.560100452;7669.768229;-1459.508366;0;0;86419.1;2163;16;0;19089.00805;;;-7667.674803
19200;8605539.495;1244015.683;-1954847.842;0;0;0;2.574855571;0.765660241;3214079.287;3295158.276;17316173.61;-0.000270439;0;0;0;0;3.547862696;0;2.574855571;0.765660241;0.560719268;-1.192288382;1.028680473;8.560719268;7665.547466;-1458.705181;0;0;86419.2;2163;16;0;19189.00854;;;-7663.418224
19300;8605613.441;1244351.124;-1954310.254;0;0;0;2.574608847;0.765735775;3213933.457;3295012.446;17315407.27;-0.000270439;0;0;0;0;3.547585566;0;2.574608847;0.765735775;0.561337836;-1.192525022;1.02872423;8.561337836;7661.326002;-1457.901863;0;0;86419.3;2163;16;0;19289.00902;;;-7659.214195
19400;8605687.344;1244686.557;-1953772.655;0;0;0;2.574362066;0.765811279;3213787.707;3294866.696;17314641.35;-0.000270439;0;0;0;0;3.54730861;0;2.574362066;0.765811279;0.561956156;-1.192761721;1.028767972;8.561956156;7657.103953;-1457.098434;0;0;86419.4;2163;16;0;19389.00951;;;-7655.010167
19500;8605761.203;1245021.982;-1953235.045;0;0;0;2.574115226;0.765886753;3213642.037;3294721.026;17313875.85;-0.000270439;0;0;0;0;3.547031829;0;2.574115226;0.765886753;0.562574227;-1.192998476;1.028811698;8.562574227;7652.881328;-1456.294895;0;0;86419.5;2163;16;0;19489.00999;;;-7650.753588
19600;8605835.02;1245357.399;-1952697.424;0;0;0;2.573868329;0.765962197;3213496.448;3294575.437;17313110.77;-0.000270439;0;0;0;0;3.546755222;0;2.573868329;0.765962197;0.56319205;-1.193235293;1.02885541;8.56319205;7648.657971;-1455.491217;0;0;86419.6;2163;16;0;19589.01048;;;-7646.54956
19700;8605908.793;1245692.808;-1952159.792;0;0;0;2.573621374;0.76603761;3213350.939;3294429.928;17312346.12;-0.000270439;0;0;0;0;3.54647879;0;2.573621374;0.76603761;0.563809624;-1.193472167;1.028899106;8.563809624;7644.434081;-1454.687438;0;0;86419.7;2163;16;0;19689.01096;;;-7642.292981
19800;8605982.523;1246028.209;-1951622.149;0;0;0;2.573374361;0.766112993;3213205.511;3294284.499;17311581.89;-0.000270439;0;0;0;0;3.546202532;0;2.573374361;0.766112993;0.56442695;-1.193709099;1.028942787;8.56442695;7640.209459;-1453.883519;0;0;86419.8;2163;16;0;19789.01145;;;-7638.088953
19900;8606056.21;1246363.602;-1951084.495;0;0;0;2.573127291;0.766188345;3213060.163;3294139.151;17310818.08;-0.000270439;0;0;0;0;3.545926448;0;2.573127291;0.766188345;0.565044026;-1.193946089;1.028986452;8.565044026;7635.984271;-1453.079492;0;0;86419.9;2163;16;0;19889.01193;;;-7633.884924
20000;8606129.854;1246698.987;-1950546.831;0;0;0;2.572880162;0.766263667;3212914.895;3293993.883;17310054.69;-0.000270439;0;0;0;0;3.545650539;0;2.572880162;0.766263667;0.565660853;-1.194183137;1.029030103;8.565660853;7631.75851;-1452.275357;0;0;86420;2163;16;0;19989.01242;;;-7629.628346
20100;8606203.455;1247034.364;-1950009.155;0;0;0;2.572632976;0.766338959;3212769.708;3293848.696;17309291.72;-0.000270439;0;0;0;0;3.545374804;0;2.572632976;0.766338959;0.566277431;-1.194420243;1.029073737;8.566277431;7627.532026;-1451.471084;0;0;86420.1;2163;16;0;20089.0129;;;-7625.424317
20200;8606277.013;1247369.733;-1949471.468;0;0;0;2.572385732;0.76641422;3212624.601;3293703.589;17308529.18;-0.000270439;0;0;0;0;3.545099243;0;2.572385732;0.76641422;0.566893759;-1.194657409;1.029117357;8.566893759;7623.304998;-1450.666707;0;0;86420.2;2163;16;0;20189.01339;;;-7621.220289
20300;8606350.528;1247705.094;-1948933.77;0;0;0;2.57213843;0.766489451;3212479.574;3293558.563;17307767.06;-0.000270439;0;0;0;0;3.544823857;0;2.57213843;0.766489451;0.567509837;-1.194894633;1.029160961;8.567509837;7619.077233;-1449.86219;0;0;86420.3;2163;16;0;20289.01387;;;-7616.91116
20400;8606423.999;1248040.447;-1948396.061;0;0;0;2.571891071;0.766564651;3212334.629;3293413.617;17307005.37;-0.000270439;0;0;0;0;3.544548645;0;2.571891071;0.766564651;0.568125666;-1.195131915;1.02920455;8.568125666;7614.848909;-1449.057567;0;0;86420.4;2163;16;0;20389.01435;;;-7612.759682
20500;8606497.427;1248375.791;-1947858.342;0;0;0;2.571643653;0.76663982;3212189.763;3293268.751;17306244.09;-0.000270439;0;0;0;0;3.544273608;0;2.571643653;0.76663982;0.568741244;-1.195369255;1.029248123;8.568741244;7610.620008;-1448.252834;0;0;86420.5;2163;16;0;20489.01484;;;-7608.503103
20600;8606570.813;1248711.128;-1947320.611;0;0;0;2.571396178;0.766714959;3212044.978;3293123.966;17305483.24;-0.000270439;0;0;0;0;3.543998744;0;2.571396178;0.766714959;0.569356573;-1.195606652;1.029291681;8.569356573;7606.390382;-1447.447963;0;0;86420.6;2163;16;0;20589.01532;;;-7604.246524
20700;8606644.155;1249046.457;-1946782.869;0;0;0;2.571148645;0.766790067;3211900.274;3292979.261;17304722.82;-0.000270439;0;0;0;0;3.543724055;0;2.571148645;0.766790067;0.569971651;-1.195844109;1.029335224;8.569971651;7602.160226;-1446.642991;0;0;86420.7;2163;16;0;20689.0158;;;-7600.042496
20800;8606717.454;1249381.778;-1946245.117;0;0;0;2.570901055;0.766865145;3211755.65;3292834.637;17303962.81;-0.000270439;0;0;0;0;3.54344954;0;2.570901055;0.766865145;0.570586478;-1.196081624;1.029378751;8.570586478;7597.929338;-1445.837879;0;0;86420.8;2163;16;0;20789.01629;;;-7595.838468
20900;8606790.709;1249717.09;-1945707.353;0;0;0;2.570653406;0.766940192;3211611.106;3292690.094;17303203.23;-0.000270439;0;0;0;0;3.5431752;0;2.570653406;0.766940192;0.571201055;-1.196319197;1.029422262;8.571201055;7593.697884;-1445.03266;0;0;86420.9;2163;16;0;20889.01677;;;-7591.581889
21000;8606863.922;1250052.395;-1945169.578;0;0;0;2.5704057;0.767015209;3211466.643;3292545.631;17302444.07;-0.000270439;0;0;0;0;3.542901033;0;2.5704057;0.767015209;0.57181538;-1.196556828;1.029465758;8.57181538;7589.465861;-1444.227333;0;0;86421;2163;16;0;20989.01725;;;-7587.32531
21100;8606937.092;1250387.691;-1944631.793;0;0;0;2.570157936;0.767090195;3211322.261;3292401.248;17301685.34;-0.000270439;0;0;0;0;3.542627041;0;2.570157936;0.767090195;0.572429455;-1.196794517;1.029509239;8.572429455;7585.233095;-1443.421865;0;0;86421.1;2163;16;0;21089.01773;;;-7583.121282
21200;8607010.218;1250722.98;-1944093.996;0;0;0;2.569910114;0.76716515;3211177.959;3292256.946;17300927.03;-0.000270439;0;0;0;0;3.542353223;0;2.569910114;0.76716515;0.573043279;-1.197032266;1.029552704;8.573043279;7580.99981;-1442.616297;0;0;86421.2;2163;16;0;21189.01821;;;-7578.864703
21300;8607083.301;1251058.26;-1943556.189;0;0;0;2.569662235;0.767240075;3211033.738;3292112.725;17300169.14;-0.000270439;0;0;0;0;3.542079579;0;2.569662235;0.767240075;0.573656851;-1.19727007;1.029596154;8.573656851;7576.765808;-1441.810593;0;0;86421.3;2163;16;0;21289.01869;;;-7574.660675
21400;8607156.342;1251393.533;-1943018.37;0;0;0;2.569414298;0.767314968;3210889.597;3291968.584;17299411.67;-0.000270439;0;0;0;0;3.541806109;0;2.569414298;0.767314968;0.574270171;-1.197507935;1.029639588;8.574270171;7572.531229;-1441.00478;0;0;86421.4;2163;16;0;21389.01917;;;-7570.404096
21500;8607229.339;1251728.797;-1942480.541;0;0;0;2.569166303;0.767389831;3210745.537;3291824.524;17298654.63;-0.000270439;0;0;0;0;3.541532814;0;2.569166303;0.767389831;0.57488324;-1.197745858;1.029683006;8.57488324;7568.296071;-1440.198856;0;0;86421.5;2163;16;0;21489.01966;;;-7566.200068
21600;8607302.293;1252064.054;-1941942.701;0;0;0;2.568918251;0.767464664;3210601.557;3291680.545;17297898.01;-0.000270439;0;0;0;0;3.541259692;0;2.568918251;0.767464664;0.575496057;-1.197983837;1.029726409;8.575496057;7564.0602;-1439.392797;0;0;86421.6;2163;16;0;21589.02014;;;-7561.943489
21700;8607375.203;1252399.302;-1941404.85;0;0;0;2.56867014;0.767539465;3210457.658;3291536.646;17297141.82;-0.000270439;0;0;0;0;3.540986745;0;2.56867014;0.767539465;0.576108622;-1.198221878;1.029769797;8.576108622;7559.823794;-1438.586636;0;0;86421.7;2163;16;0;21689.02062;;;-7557.68691
21800;8607448.071;1252734.542;-1940866.987;0;0;0;2.568421973;0.767614236;3210313.84;3291392.827;17296386.05;-0.000270439;0;0;0;0;3.540713971;0;2.568421973;0.767614236;0.576720934;-1.198459973;1.029813168;8.576720934;7555.586662;-1437.780336;0;0;86421.8;2163;16;0;21789.0211;;;-7553.430331
21900;8607520.896;1253069.774;-1940329.114;0;0;0;2.568173747;0.767688976;3210170.103;3291249.09;17295630.7;-0.000270439;0;0;0;0;3.540441372;0;2.568173747;0.767688976;0.577332994;-1.198698129;1.029856525;8.577332994;7551.348965;-1436.973929;0;0;86421.9;2163;16;0;21889.02157;;;-7549.226303
22000;8607593.677;1253404.999;-1939791.23;0;0;0;2.567925464;0.767763685;3210026.446;3291105.433;17294875.78;-0.000270439;0;0;0;0;3.540168946;0;2.567925464;0.767763685;0.577944802;-1.198936342;1.029899865;8.577944802;7547.11069;-1436.167412;0;0;86422;2163;16;0;21989.02205;;;-7545.022275
22100;8607666.415;1253740.215;-1939253.335;0;0;0;2.567677123;0.767838363;3209882.869;3290961.856;17294121.28;-0.000270439;0;0;0;0;3.539896695;0;2.567677123;0.767838363;0.578556357;-1.199174612;1.02994319;8.578556357;7542.871696;-1435.360759;0;0;86422.1;2163;16;0;22089.02253;;;-7540.765696
22200;8607739.11;1254075.423;-1938715.43;0;0;0;2.567428724;0.76791301;3209739.373;3290818.36;17293367.2;-0.000270439;0;0;0;0;3.539624617;0;2.567428724;0.76791301;0.579167659;-1.199412943;1.029986499;8.579167659;7538.632193;-1434.554008;0;0;86422.2;2163;16;0;22189.02301;;;-7536.509117
22300;8607811.762;1254410.623;-1938177.513;0;0;0;2.567180268;0.767987627;3209595.958;3290674.945;17292613.55;-0.000270439;0;0;0;0;3.539352714;0;2.567180268;0.767987627;0.579780807;-1.199651329;1.030029793;8.579780807;7534.391935;-1433.747114;0;0;86422.3;2163;16;0;22289.02349;;;-7532.252539
22400;8607884.371;1254745.815;-1937639.585;0;0;0;2.566931754;0.768062212;3209452.624;3290531.611;17291860.33;-0.000270439;0;0;0;0;3.539080984;0;2.566931754;0.768062212;0.580395266;-1.199889776;1.030073071;8.580395266;7530.151132;-1432.940116;0;0;86422.4;2163;16;0;22389.02397;;;-7527.99596
22500;8607956.937;1255080.999;-1937101.646;0;0;0;2.566683183;0.768136767;3209309.371;3290388.357;17291107.52;-0.000270439;0;0;0;0;3.538809429;0;2.566683183;0.768136767;0.581009469;-1.200128279;1.030116333;8.581009469;7525.90975;-1432.133008;0;0;86422.5;2163;16;0;22489.02445;;;-7523.791931
22600;8608029.46;1255416.174;-1936563.697;0;0;0;2.566434554;0.76821129;3209166.198;3290245.184;17290355.14;-0.000270439;0;0;0;0;3.538538047;0;2.566434554;0.76821129;0.581623418;-1.200366841;1.030159579;8.581623418;7521.667652;-1431.325763;0;0;86422.6;2163;16;0;22589.02492;;;-7519.535353
22700;8608101.939;1255751.342;-1936025.737;0;0;0;2.566185867;0.768285783;3209023.106;3290102.092;17289603.19;-0.000270439;0;0;0;0;3.538266839;0;2.566185867;0.768285783;0.582237111;-1.200605463;1.03020281;8.582237111;7517.425023;-1430.518418;0;0;86422.7;2163;16;0;22689.0254;;;-7515.331324
22800;8608174.375;1256086.502;-1935487.765;0;0;0;2.565937122;0.768360244;3208880.094;3289959.081;17288851.66;-0.000270439;0;0;0;0;3.537995805;0;2.565937122;0.768360244;0.582850549;-1.200844139;1.030246025;8.582850549;7513.181671;-1429.710935;0;0;86422.8;2163;16;0;22789.02588;;;-7511.022195
22900;8608246.769;1256421.653;-1934949.783;0;0;0;2.565688321;0.768434675;3208737.164;3289816.15;17288100.55;-0.000270439;0;0;0;0;3.537724945;0;2.565688321;0.768434675;0.583463731;-1.201082876;1.030289224;8.583463731;7508.937752;-1428.903344;0;0;86422.9;2163;16;0;22889.02635;;;-7506.818167
23000;8608319.119;1256756.797;-1934411.79;0;0;0;2.565439461;0.768509074;3208594.314;3289673.3;17287349.87;-0.000270439;0;0;0;0;3.537454258;0;2.565439461;0.768509074;0.584076658;-1.20132167;1.030332408;8.584076658;7504.693271;-1428.095646;0;0;86423;2163;16;0;22989.02683;;;-7502.561588
23100;8608391.426;1257091.933;-1933873.786;0;0;0;2.565190544;0.768583443;3208451.545;3289530.531;17286599.61;-0.000270439;0;0;0;0;3.537183746;0;2.565190544;0.768583443;0.584689328;-1.201560522;1.030375575;8.584689328;7500.448064;-1427.28781;0;0;86423.1;2163;16;0;23089.02731;;;-7498.35756
23200;8608463.689;1257427.06;-1933335.771;0;0;0;2.564941569;0.76865778;3208308.856;3289387.842;17285849.78;-0.000270439;0;0;0;0;3.536913407;0;2.564941569;0.76865778;0.585301742;-1.201799433;1.030418727;8.585301742;7496.20233;-1426.479873;0;0;86423.2;2163;16;0;23189.02778;;;-7494.048431
23300;8608535.91;1257762.179;-1932797.745;0;0;0;2.564692537;0.768732086;3208166.249;3289245.235;17285100.37;-0.000270439;0;0;0;0;3.536643242;0;2.564692537;0.768732086;0.5859139;-1.202038401;1.030461863;8.5859139;7491.955887;-1425.671802;0;0;86423.3;2163;16;0;23289.02826;;;-7489.844402
23400;8608608.088;1258097.291;-1932259.708;0;0;0;2.564443447;0.768806361;3208023.722;3289102.708;17284351.39;-0.000270439;0;0;0;0;3.536373251;0;2.564443447;0.768806361;0.586525802;-1.202277429;1.030504983;8.586525802;7487.708858;-1424.863619;0;0;86423.4;2163;16;0;23389.02873;;;-7485.587824
23500;8608680.222;1258432.394;-1931721.661;0;0;0;2.564194299;0.768880605;3207881.276;3288960.262;17283602.83;-0.000270439;0;0;0;0;3.536103434;0;2.564194299;0.768880605;0.587137447;-1.202516513;1.030548088;8.587137447;7483.461267;-1424.05533;0;0;86423.5;2163;16;0;23489.02921;;;-7481.331245
23600;8608752.313;1258767.489;-1931183.602;0;0;0;2.563945094;0.768954818;3207738.911;3288817.897;17282854.7;-0.000270439;0;0;0;0;3.53583379;0;2.563945094;0.768954818;0.587748835;-1.202755655;1.030591176;8.587748835;7479.212969;-1423.246905;0;0;86423.6;2163;16;0;23589.02968;;;-7477.074666
23700;8608824.361;1259102.576;-1930645.533;0;0;0;2.563695832;0.769029;3207596.627;3288675.613;17282106.99;-0.000270439;0;0;0;0;3.53556432;0;2.563695832;0.769029;0.588359966;-1.202994857;1.030634249;8.588359966;7474.964134;-1422.438379;0;0;86423.7;2163;16;0;23689.03016;;;-7472.870638
23800;8608896.366;1259437.655;-1930107.453;0;0;0;2.563446512;0.76910315;3207454.423;3288533.409;17281359.71;-0.000270439;0;0;0;0;3.535295024;0;2.563446512;0.76910315;0.58897084;-1.203234115;1.030677305;8.58897084;7470.714596;-1421.629719;0;0;86423.8;2163;16;0;23789.03063;;;-7468.561509
23900;8608968.328;1259772.726;-1929569.361;0;0;0;2.563197134;0.769177269;3207312.301;3288391.287;17280612.85;-0.000270439;0;0;0;0;3.535025901;0;2.563197134;0.769177269;0.589581457;-1.203473434;1.030720346;8.589581457;7466.46448;-1420.820949;0;0;86423.9;2163;16;0;23889.03111;;;-7464.35748
24000;8609040.247;1260107.789;-1929031.26;0;0;0;2.562947699;0.769251357;3207170.259;3288249.245;17279866.41;-0.000270439;0;0;0;0;3.534756952;0;2.562947699;0.769251357;0.590191816;-1.203712806;1.030763371;8.590191816;7462.213797;-1420.012071;0;0;86424;2163;16;0;23989.03158;;;-7460.048351
24100;8609112.122;1260442.844;-1928493.147;0;0;0;2.562698206;0.769325414;3207028.299;3288107.284;17279120.4;-0.000270439;0;0;0;0;3.534488176;0;2.562698206;0.769325414;0.590801918;-1.203952239;1.03080638;8.590801918;7457.962398;-1419.203056;0;0;86424.1;2163;16;0;24089.03205;;;-7455.844323
24200;8609183.955;1260777.89;-1927955.023;0;0;0;2.562448656;0.769399439;3206886.419;3287965.405;17278374.82;-0.000270439;0;0;0;0;3.534219575;0;2.562448656;0.769399439;0.591411762;-1.204191731;1.030849373;8.591411762;7453.710484;-1418.393944;0;0;86424.2;2163;16;0;24189.03253;;;-7451.587744
24300;8609255.744;1261112.929;-1927416.888;0;0;0;2.562199048;0.769473433;3206744.62;3287823.606;17277629.66;-0.000270439;0;0;0;0;3.533951146;0;2.562199048;0.769473433;0.592021348;-1.204431279;1.03089235;8.592021348;7449.457852;-1417.584695;0;0;86424.3;2163;16;0;24289.033;;;-7447.331165
24400;8609327.49;1261447.96;-1926878.743;0;0;0;2.561949383;0.769547396;3206602.902;3287681.888;17276884.93;-0.000270439;0;0;0;0;3.533682892;0;2.561949383;0.769547396;0.592630675;-1.204670887;1.030935311;8.592630675;7445.204641;-1416.775336;0;0;86424.4;2163;16;0;24389.03347;;;-7443.074587
24500;8609399.193;1261782.982;-1926340.587;0;0;0;2.56169966;0.769621327;3206461.265;3287540.251;17276140.62;-0.000270439;0;0;0;0;3.533414811;0;2.56169966;0.769621327;0.593239745;-1.204910551;1.030978256;8.593239745;7440.950879;-1415.965872;0;0;86424.5;2163;16;0;24489.03395;;;-7438.818008
24600;8609470.853;1262117.996;-1925802.42;0;0;0;2.56144988;0.769695227;3206319.709;3287398.694;17275396.74;-0.000270439;0;0;0;0;3.533146903;0;2.56144988;0.769695227;0.593848556;-1.205150274;1.031021185;8.593848556;7436.696394;-1415.15627;0;0;86424.6;2163;16;0;24589.03442;;;-7434.561429
24700;8609542.469;1262453.003;-1925264.242;0;0;0;2.561200043;0.769769096;3206178.234;3287257.219;17274653.28;-0.000270439;0;0;0;0;3.532879169;0;2.561200043;0.769769096;0.594457108;-1.205390054;1.031064098;8.594457108;7432.441385;-1414.346569;0;0;86424.7;2163;16;0;24689.03489;;;-7430.30485
24800;8609614.043;1262788.001;-1924726.053;0;0;0;2.560950148;0.769842933;3206036.84;3287115.825;17273910.25;-0.000270439;0;0;0;0;3.532611609;0;2.560950148;0.769842933;0.595065401;-1.205629893;1.031106995;8.595065401;7428.185667;-1413.536733;0;0;86424.8;2163;16;0;24789.03536;;;-7426.048272
24900;8609685.573;1263122.991;-1924187.853;0;0;0;2.560700195;0.769916738;3205895.527;3286974.512;17273167.64;-0.000270439;0;0;0;0;3.532344222;0;2.560700195;0.769916738;0.595673436;-1.205869791;1.031149875;8.595673436;7423.929398;-1412.726792;0;0;86424.9;2163;16;0;24889.03583;;;-7421.791693
25000;8609757.06;1263457.973;-1923649.643;0;0;0;2.560450185;0.769990513;3205754.295;3286833.28;17272425.46;-0.000270439;0;0;0;0;3.532077008;0;2.560450185;0.769990513;0.596281211;-1.206109744;1.03119274;8.596281211;7419.672522;-1411.916735;0;0;86425;2163;16;0;24989.0363;;;-7417.587665
25100;8609828.504;1263792.947;-1923111.421;0;0;0;2.560200118;0.770064255;3205613.143;3286692.129;17271683.71;-0.000270439;0;0;0;0;3.531809968;0;2.560200118;0.770064255;0.596888727;-1.206349757;1.031235589;8.596888727;7415.414955;-1411.106547;0;0;86425.1;2163;16;0;25089.03678;;;-7413.278536
25200;8609899.905;1264127.913;-1922573.189;0;0;0;2.559949993;0.770137966;3205472.073;3286551.058;17270942.38;-0.000270439;0;0;0;0;3.531543101;0;2.559949993;0.770137966;0.597495983;-1.206589828;1.031278421;8.597495983;7411.156889;-1410.296264;0;0;86425.2;2163;16;0;25189.03725;;;-7409.021957
25300;8609971.263;1264462.871;-1922034.946;0;0;0;2.559699811;0.770211646;3205331.084;3286410.069;17270201.48;-0.000270439;0;0;0;0;3.531276408;0;2.559699811;0.770211646;0.59810298;-1.206829955;1.031321238;8.59810298;7406.89809;-1409.485842;0;0;86425.3;2163;16;0;25289.03772;;;-7404.765378
25400;8610042.578;1264797.82;-1921496.692;0;0;0;2.559449571;0.770285294;3205190.176;3286269.161;17269461;-0.000270439;0;0;0;0;3.531009888;0;2.559449571;0.770285294;0.598709717;-1.207070142;1.031364038;8.598709717;7402.638724;-1408.675311;0;0;86425.4;2163;16;0;25389.03819;;;-7400.508799
25500;8610113.849;1265132.762;-1920958.428;0;0;0;2.559199274;0.770358911;3205049.349;3286128.334;17268720.95;-0.000270439;0;0;0;0;3.530743542;0;2.559199274;0.770358911;0.599316193;-1.207310385;1.031406822;8.599316193;7398.378799;-1407.864674;0;0;86425.5;2163;16;0;25489.03866;;;-7396.19967
25600;8610185.077;1265467.695;-1920420.152;0;0;0;2.558948919;0.770432496;3204908.604;3285987.588;17267981.33;-0.000270439;0;0;0;0;3.530477369;0;2.558948919;0.770432496;0.59992241;-1.207550689;1.03144959;8.59992241;7394.118152;-1407.0539;0;0;86425.6;2163;16;0;25589.03913;;;-7391.995642
