Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler
8800;6490287.874;98016.52833;-33573.66039;0;0;0;1.900801459;0.824967493;152681.8721;493249.3936;2592043.058;-0.001136;0;0;0;0;3.348432199;0;1.900801459;0.824967493;1.05966104;-2.461866558;0.840929542;9.05966104;-19979.36871;3801.947452;0;0;86408.8;2163;0;0;8798.354697;-20047.22474
8900;6490281.077;98708.89597;-33303.85625;0;0;0;1.896197628;0.822208345;153063.3581;493630.8888;2594047.829;-0.001136;0;0;0;0;3.356956277;0;1.896197628;0.822208345;1.035304272;-2.466469762;0.83825801;9.035304272;-20115.8727;3827.923298;0;0;86408.9;2163;0;0;8898.353425;-20183.21489
9000;6490274.196;99401.26223;-33034.05164;0;0;0;1.891643883;0.819452169;153447.432;494014.9718;2596066.199;-0.001136;0;0;0;0;3.36554007;0;1.891643883;0.819452169;1.011204023;-2.471022882;0.835589785;9.011204023;-20251.35579;3853.704872;0;0;86409;2163;0;0;8998.352143;-20318.18598
9100;6490267.231;100093.6271;-32764.24657;0;0;0;1.887139597;0.816699229;153834.0742;494401.6233;2598098.066;-0.001136;0;0;0;0;3.374183179;0;1.887139597;0.816699229;0.987645642;-2.475526544;0.832925127;8.987645642;-20385.82173;3879.292889;0;0;86409.1;2163;0;0;9098.350854;-20452.14142
9200;6490260.181;100785.9905;-32494.44105;0;0;0;1.882684147;0.813949781;154223.2655;494790.824;2600143.329;-0.001136;0;0;0;0;3.382885204;0;1.882684147;0.813949781;0.964117152;-2.479981368;0.830264287;8.964117152;-20519.27348;3904.687913;0;0;86409.2;2163;0;0;9198.349555;-20585.08479
9300;6490253.047;101478.3526;-32224.63507;0;0;0;1.878276919;0.811204076;154614.9866;495182.5545;2602201.887;-0.001136;0;0;0;0;3.39164575;0;1.878276919;0.811204076;0.940620688;-2.484387973;0.82760751;8.940620688;-20651.71515;3929.890725;0;0;86409.3;2163;0;0;9298.348249;-20717.01979
9400;6490245.83;102170.7132;-31954.82865;0;0;0;1.873917301;0.808462356;155009.2184;495576.7957;2604273.639;-0.001136;0;0;0;0;3.400464421;0;1.873917301;0.808462356;0.917158327;-2.488746966;0.824955032;8.917158327;-20783.15029;3954.902001;0;0;86409.4;2163;0;0;9398.346934;-20847.9502
9500;6490238.527;102863.0723;-31685.02179;0;0;0;1.869604689;0.805724857;155405.9417;495973.5285;2606358.484;-0.001136;0;0;0;0;3.409340824;0;1.869604689;0.805724857;0.893732082;-2.493058954;0.822307086;8.893732082;-20913.58263;3979.72245;0;0;86409.5;2163;0;0;9498.34561;-20977.87994
9600;6490231.141;103555.43;-31415.21448;0;0;0;1.865338485;0.802991806;155805.1375;496372.7339;2608456.322;-0.001136;0;0;0;0;3.418274566;0;1.865338485;0.802991806;0.870343911;-2.497324534;0.819663893;8.870343911;-21043.01654;4004.352903;0;0;86409.6;2163;0;0;9598.344279;-21106.81305
9700;6490223.671;104247.7863;-31145.40674;0;0;0;1.861118096;0.800263427;156206.7868;496774.3928;2610567.054;-0.001136;0;0;0;0;3.427265259;0;1.861118096;0.800263427;0.847504108;-2.5015443;0.817025671;8.847504108;-21171.45552;4028.794029;0;0;86409.7;2163;0;0;9698.342939;-21234.75364
9800;6490216.116;104940.1411;-30875.59856;0;0;0;1.856942937;0.797539933;156610.8707;497178.4864;2612690.58;-0.001136;0;0;0;0;3.436312514;0;1.856942937;0.797539933;0.824732728;-2.505718837;0.81439263;8.824732728;-21298.90426;4053.046719;0;0;86409.8;2163;0;0;9798.341591;-21361.70597
9900;6490208.478;105632.4945;-30605.78996;0;0;0;1.852812426;0.794821533;157017.3705;497584.9959;2614826.802;-0.001136;0;0;0;0;3.445415945;0;1.852812426;0.794821533;0.802003942;-2.509848724;0.811764974;8.802003942;-21425.36688;4077.111755;0;0;86409.9;2163;0;0;9898.340235;-21487.67434
10000;6490200.755;106324.8463;-30335.98093;0;0;0;1.848725991;0.79210843;157426.2673;497993.9025;2616975.621;-0.001136;0;0;0;0;3.454575168;0;1.848725991;0.79210843;0.779319439;-2.513934537;0.809142901;8.779319439;-21550.84757;4100.989936;0;0;86410;2163;0;0;9998.338871;-21612.6632
10100;6490192.948;107017.1967;-30066.17148;0;0;0;1.844683063;0.789400819;157837.5426;498405.1877;2619136.939;-0.001136;0;0;0;0;3.463789801;0;1.844683063;0.789400819;0.756680858;-2.517976843;0.806526601;8.756680858;-21675.35122;4124.682194;0;0;86410.1;2163;0;0;10098.3375;-21736.67705
10200;6490185.057;107709.5456;-29796.36161;0;0;0;1.840683082;0.78669889;158251.1778;498818.8328;2621310.659;-0.001136;0;0;0;0;3.473059464;0;1.840683082;0.78669889;0.734089782;-2.521976202;0.803916259;8.734089782;-21798.88182;4148.189285;0;0;86410.2;2163;0;0;10198.33612;-21859.72049
10300;6490177.081;108401.893;-29526.55133;0;0;0;1.836725492;0.784002827;158667.1545;499234.8194;2623496.683;-0.001136;0;0;0;0;3.482383778;0;1.836725492;0.784002827;0.711719063;-2.52593317;0.801312055;8.711719063;-21921.44453;4171.512193;0;0;86410.3;2163;0;0;10298.33473;-21981.79824
10400;6490169.022;109094.2389;-29256.74064;0;0;0;1.832809746;0.781312806;159085.4542;499653.1291;2625694.916;-0.001136;0;0;0;0;3.491762367;0;1.832809746;0.781312806;0.689557826;-2.529848295;0.798714163;8.689557826;-22043.04389;4194.651781;0;0;86410.4;2163;0;0;10398.33334;-22102.91501
10500;6490160.878;109786.5832;-28986.92954;0;0;0;1.828935301;0.778629;159506.0587;500073.7437;2627905.26;-0.001136;0;0;0;0;3.501194858;0;1.828935301;0.778629;0.667447788;-2.533722119;0.796122749;8.667447788;-22163.68452;4217.60893;0;0;86410.5;2163;0;0;10498.33193;-22223.07569
10600;6490152.65;110478.9261;-28717.11804;0;0;0;1.825101621;0.775951575;159928.9497;500496.6449;2630127.621;-0.001136;0;0;0;0;3.510680879;0;1.825101621;0.775951575;0.645390317;-2.537555178;0.793537975;8.645390317;-22283.37174;4240.38465;0;0;86410.6;2163;0;0;10598.33052;-22342.28517
10700;6490144.338;111171.2674;-28447.30614;0;0;0;1.821308178;0.773280691;160354.1093;500921.8146;2632361.903;-0.001136;0;0;0;0;3.52022006;0;1.821308178;0.773280691;0.623386735;-2.541348001;0.790959998;8.623386735;-22402.10991;4262.979773;0;0;86410.7;2163;0;0;10698.3291;-22460.54845
10800;6490135.942;111863.6071;-28177.49384;0;0;0;1.817554449;0.770616503;160781.5193;501349.2348;2634608.011;-0.001136;0;0;0;0;3.529812033;0;1.817554449;0.770616503;0.60143832;-2.54510111;0.78838897;8.60143832;-22519.90457;4285.395351;0;0;86410.8;2163;0;0;10798.32768;-22577.87058
10900;6490127.462;112555.9453;-27907.68116;0;0;0;1.813839916;0.767959162;161211.1619;501778.8877;2636865.852;-0.001136;0;0;0;0;3.539456433;0;1.813839916;0.767959162;0.579546304;-2.548815022;0.785825035;8.579546304;-22636.76062;4307.632319;0;0;86410.9;2163;0;0;10898.32625;-22694.25666
11000;6490118.897;113248.282;-27637.86809;0;0;0;1.810164071;0.765308811;161643.0193;502210.7554;2639135.332;-0.001136;0;0;0;0;3.549152898;0;1.810164071;0.765308811;0.557841337;-2.552490248;0.783268334;8.557841337;-22752.68304;4329.691621;0;0;86411;2163;0;0;10998.32481;-22809.7119
11100;6490110.248;113940.6171;-27368.05463;0;0;0;1.80652641;0.762665589;162077.0736;502644.8201;2641416.358;-0.001136;0;0;0;0;3.558901066;0;1.80652641;0.762665589;0.536195457;-2.55612729;0.780719003;8.536195457;-22867.67745;4351.57433;0;0;86411.1;2163;0;0;11098.32336;-22924.24151
11200;6490101.516;114632.9506;-27098.24079;0;0;0;1.802926436;0.760029632;162513.3075;503081.0644;2643708.837;-0.001136;0;0;0;0;3.56870058;0;1.802926436;0.760029632;0.514609064;-2.559726646;0.778177172;8.514609064;-22981.74853;4373.281335;0;0;86411.2;2163;0;0;11198.3219;-23037.85078
11300;6490092.699;115325.2825;-26828.42658;0;0;0;1.799363657;0.757401068;162951.7032;503519.4706;2646012.677;-0.001136;0;0;0;0;3.578551083;0;1.799363657;0.757401068;0.493083216;-2.563288806;0.775642967;8.493083216;-23094.90215;4394.813753;0;0;86411.3;2163;0;0;11298.32044;-23150.54508
11400;6490083.797;116017.6128;-26558.61199;0;0;0;1.795837589;0.754780021;163392.2434;503960.0213;2648327.787;-0.001136;0;0;0;0;3.588452221;0;1.795837589;0.754780021;0.471618934;-2.566814255;0.773116509;8.471618934;-23207.14344;4416.17256;0;0;86411.4;2163;0;0;11398.31897;-23262.32976
11500;6490074.812;116709.9415;-26288.79704;0;0;0;1.792347754;0.752166613;163834.9108;504402.6993;2650654.076;-0.001136;0;0;0;0;3.598403642;0;1.792347754;0.752166613;0.450217199;-2.570303473;0.770597914;8.450217199;-23318.47765;4437.358755;0;0;86411.5;2163;0;0;11498.31749;-23373.21028
11600;6490065.743;117402.2686;-26018.98172;0;0;0;1.788893679;0.749560957;164279.6882;504847.4874;2652991.452;-0.001136;0;0;0;0;3.608404999;0;1.788893679;0.749560957;0.428856104;-2.573756929;0.768087295;8.428856104;-23428.9107;4458.373467;0;0;86411.6;2163;0;0;11598.31601;-23483.19212
11700;6490056.589;118094.5941;-25749.16604;0;0;0;1.7854749;0.746963166;164726.5585;505294.3684;2655339.828;-0.001136;0;0;0;0;3.618455943;0;1.7854749;0.746963166;0.407518469;-2.577175091;0.765584757;8.407518469;-23538.44744;4479.217616;0;0;86411.7;2163;0;0;11698.31452;-23592.28077
11800;6490047.351;118786.918;-25479.35;0;0;0;1.782090957;0.744373344;165175.5047;505743.3253;2657699.112;-0.001136;0;0;0;0;3.628556132;0;1.782090957;0.744373344;0.386246299;-2.580558418;0.763090406;8.386246299;-23647.09401;4499.89237;0;0;86411.8;2163;0;0;11798.31302;-23700.48184
11900;6490038.029;119479.2402;-25209.53361;0;0;0;1.778741395;0.741791595;165626.5099;506194.3412;2660069.217;-0.001136;0;0;0;0;3.638705222;0;1.778741395;0.741791595;0.365040432;-2.583907362;0.760604338;8.365040432;-23754.85574;4520.398746;0;0;86411.9;2163;0;0;11898.31152;-23807.80088
12000;6490028.623;120171.5607;-24939.71687;0;0;0;1.775425767;0.739218016;166079.5572;506647.3994;2662450.054;-0.001136;0;0;0;0;3.648902875;0;1.775425767;0.739218016;0.343901674;-2.587222373;0.75812665;8.343901674;-23861.73809;4540.73778;0;0;86412;2163;0;0;11998.31001;-23914.24353
12100;6490019.133;120863.8797;-24669.89979;0;0;0;1.772143633;0.736652701;166534.6302;507102.4832;2664841.536;-0.001136;0;0;0;0;3.659148753;0;1.772143633;0.736652701;0.322830795;-2.590503891;0.755657431;8.322830795;-23967.74712;4560.910627;0;0;86412.1;2163;0;0;12098.30849;-24019.81545
12200;6490009.558;121556.1969;-24400.08236;0;0;0;1.768894557;0.73409574;166991.7121;507559.5761;2667243.575;-0.001136;0;0;0;0;3.669442523;0;1.768894557;0.73409574;0.301828533;-2.593752351;0.753196769;8.301828533;-24072.88789;4580.918252;0;0;86412.2;2163;0;0;12198.30696;-24124.52232
12300;6489999.9;122248.5125;-24130.2646;0;0;0;1.765678109;0.731547219;167450.7865;508018.6614;2669656.084;-0.001136;0;0;0;0;3.679783851;0;1.765678109;0.731547219;0.280749139;-2.596968184;0.750744746;8.280749139;-24177.16668;4600.761845;0;0;86412.3;2163;0;0;12298.30543;-24228.36985
12400;6489990.157;122940.8264;-23860.4465;0;0;0;1.762493865;0.72900722;167911.837;508479.723;2672078.979;-0.001136;0;0;0;0;3.690172409;0;1.762493865;0.72900722;0.259636714;-2.600151811;0.748301442;8.259636714;-24280.589;4620.442458;0;0;86412.4;2163;0;0;12398.30389;-24331.36378
12500;6489980.33;123633.1387;-23590.62806;0;0;0;1.759341409;0.726475821;168374.8475;508942.7445;2674512.174;-0.001136;0;0;0;0;3.700607869;0;1.759341409;0.726475821;0.238595775;-2.603303653;0.745866931;8.238595775;-24383.16036;4639.961139;0;0;86412.5;2163;0;0;12498.30235;-24433.50985
12600;6489970.419;124325.4492;-23320.80931;0;0;0;1.756220327;0.723953097;168839.8017;509407.7099;2676955.583;-0.001136;0;0;0;0;3.711089906;0;1.756220327;0.723953097;0.217626943;-2.606424119;0.743441286;8.217626943;-24484.88706;4659.319087;0;0;86412.6;2163;0;0;12598.3008;-24534.81385
12700;6489960.424;125017.758;-23050.99022;0;0;0;1.753130215;0.721439119;169306.6837;509874.603;2679409.123;-0.001136;0;0;0;0;3.721618199;0;1.753130215;0.721439119;0.196730811;-2.609513617;0.741024575;8.196730811;-24585.7742;4678.517272;0;0;86412.7;2163;0;0;12698.29924;-24635.28156
12800;6489950.344;125710.0651;-22781.17082;0;0;0;1.75007067;0.718933956;169775.4775;510343.408;2681872.71;-0.001136;0;0;0;0;3.732192428;0;1.75007067;0.718933956;0.175907942;-2.612572548;0.738616864;8.175907942;-24685.82815;4697.556906;0;0;86412.8;2163;0;0;12798.29768;-24734.9188
12900;6489940.181;126402.3705;-22511.35111;0;0;0;1.747041299;0.716437671;170246.1674;510814.1091;2684346.261;-0.001136;0;0;0;0;3.742812276;0;1.747041299;0.716437671;0.155158872;-2.615601305;0.736218213;8.155158872;-24785.05455;4716.439061;0;0;86412.9;2163;0;0;12898.29611;-24833.73138
13000;6489929.933;127094.6742;-22241.53108;0;0;0;1.744041711;0.713950326;170718.7375;511286.6906;2686829.694;-0.001136;0;0;0;0;3.753477428;0;1.744041711;0.713950326;0.13420313;-2.618600279;0.733828682;8.13420313;-24883.45898;4735.164802;0;0;86413;2163;0;0;12998.29453;-24931.72511
13100;6489919.601;127786.9761;-21971.71074;0;0;0;1.741071524;0.711471979;171193.1725;511761.1369;2689322.926;-0.001136;0;0;0;0;3.764187572;0;1.741071524;0.711471979;0.113177158;-2.621569853;0.731448325;8.113177158;-24981.04779;4753.735333;0;0;86413.1;2163;0;0;13098.29295;-25028.90586
13200;6489909.185;128479.2763;-21701.8901;0;0;0;1.738130357;0.709002684;171669.4567;512237.4326;2691825.876;-0.001136;0;0;0;0;3.774942398;0;1.738130357;0.709002684;0.092227986;-2.624510407;0.729077195;8.092227986;-25077.82615;4772.151643;0;0;86413.2;2163;0;0;13198.29136;-25125.27947
13300;6489898.685;129171.5747;-21432.06916;0;0;0;1.735217838;0.706542493;172147.5749;512715.5622;2694338.464;-0.001136;0;0;0;0;3.7857416;0;1.735217838;0.706542493;0.071356054;-2.627422313;0.726715341;8.071356054;-25173.80049;4790.414954;0;0;86413.3;2163;0;0;13298.28976;-25220.85177
13400;6489888.101;129863.8714;-21162.24793;0;0;0;1.7323336;0.704091456;172627.5118;513195.5105;2696860.61;-0.001136;0;0;0;0;3.796584873;0;1.7323336;0.704091456;0.050561775;-2.630305938;0.72436281;8.050561775;-25268.9765;4808.526346;0;0;86413.4;2163;0;0;13398.28816;-25315.62864
13500;6489877.432;130556.1663;-20892.4264;0;0;0;1.729477278;0.701649617;173109.2522;513677.2624;2699392.233;-0.001136;0;0;0;0;3.807471915;0;1.729477278;0.701649617;0.029845539;-2.633161648;0.722019645;8.029845539;-25363.35975;4826.486882;0;0;86413.5;2163;0;0;13498.28656;-25409.61592
13600;6489866.68;131248.4594;-20622.60458;0;0;0;1.726648517;0.699217021;173592.7811;514160.8029;2701933.256;-0.001136;0;0;0;0;3.818402427;0;1.726648517;0.699217021;0.009207711;-2.635989797;0.719685886;8.009207711;-25456.95667;4844.297783;0;0;86413.6;2163;0;0;13598.28494;-25502.81947
13700;6489855.843;131940.7507;-20352.78247;0;0;0;1.723846963;0.696793707;174078.0836;514646.117;2704483.599;-0.001136;0;0;0;0;3.829376111;0;1.723846963;0.696793707;-0.011499212;-2.638790739;0.717361571;7.988500788;-25549.77238;4861.960025;0;0;86413.7;2163;0;0;13698.28333;-25595.24516
13800;6489844.922;132633.0403;-20082.96009;0;0;0;1.721072269;0.694379713;174565.1449;515133.19;2707043.184;-0.001136;0;0;0;0;3.840392673;0;1.721072269;0.694379713;-0.032245961;-2.641564822;0.715046737;7.967754039;-25641.81338;4879.474844;0;0;86413.8;2163;0;0;13798.2817;-25686.89883
13900;6489833.917;133325.328;-19813.13743;0;0;0;1.718324093;0.691975074;175053.9503;515622.0071;2709611.936;-0.001136;0;0;0;0;3.851451822;0;1.718324093;0.691975074;-0.052912308;-2.644312387;0.712741415;7.947087692;-25733.08529;4896.843313;0;0;86413.9;2163;0;0;13898.28007;-25777.78634
14000;6489822.828;134017.6139;-19543.31449;0;0;0;1.715602097;0.689579823;175544.4853;516112.5538;2712189.776;-0.001136;0;0;0;0;3.862553268;0;1.715602097;0.689579823;-0.073497972;-2.647033773;0.710445636;7.926502028;-25823.59375;4914.066499;0;0;86414;2163;0;0;13998.27843;-25867.91352
14100;6489811.654;134709.898;-19273.49128;0;0;0;1.712905948;0.687193991;176036.7353;516604.8156;2714776.629;-0.001136;0;0;0;0;3.873696723;0;1.712905948;0.687193991;-0.094002695;-2.649729311;0.708159428;7.905997305;-25913.3451;4931.145614;0;0;86414.1;2163;0;0;14098.27679;-25957.28622
14200;6489800.397;135402.1802;-19003.66781;0;0;0;1.710235319;0.684817603;176530.6861;517098.7781;2717372.42;-0.001136;0;0;0;0;3.884881904;0;1.710235319;0.684817603;-0.114426239;-2.65239933;0.705882817;7.885573761;-26002.3445;4948.081637;0;0;86414.2;2163;0;0;14198.27514;-26045.91025
14300;6489789.055;136094.4606;-18733.84408;0;0;0;1.707589887;0.682450687;177026.3233;517594.4272;2719977.073;-0.001136;0;0;0;0;3.89610853;0;1.707589887;0.682450687;-0.134768384;-2.655044152;0.703615826;7.865231616;-26090.59838;4964.875791;0;0;86414.3;2163;0;0;14298.27349;-26133.79146
14400;6489777.629;136786.7392;-18464.02008;0;0;0;1.704969333;0.680093265;177523.6328;518091.7486;2722590.515;-0.001136;0;0;0;0;3.907376319;0;1.704969333;0.680093265;-0.155028934;-2.657664096;0.701358475;7.844971066;-26178.11234;4981.529143;0;0;86414.4;2163;0;0;14398.27183;-26220.93563
14500;6489766.119;137479.0159;-18194.19583;0;0;0;1.702373343;0.677745358;178022.6006;518590.7284;2725212.671;-0.001136;0;0;0;0;3.918684996;0;1.702373343;0.677745358;-0.175207707;-2.660259477;0.699110784;7.824792293;-26264.89192;4998.042749;0;0;86414.5;2163;0;0;14498.27017;-26307.34856
14600;6489754.525;138171.2908;-17924.37133;0;0;0;1.699801608;0.675406985;178523.2128;519091.3525;2727843.469;-0.001136;0;0;0;0;3.930034287;0;1.699801608;0.675406985;-0.195304543;-2.662830603;0.696872769;7.804695457;-26350.94349;5014.417818;0;0;86414.6;2163;0;0;14598.2685;-26393.03605
14700;6489742.846;138863.5637;-17654.54659;0;0;0;1.697253823;0.673078163;179025.4556;519593.6073;2730482.836;-0.001136;0;0;0;0;3.941423919;0;1.697253823;0.673078163;-0.215319298;-2.66537778;0.694644445;7.784680702;-26436.27208;5030.65531;0;0;86414.7;2163;0;0;14698.26682;-26478.00385
14800;6489731.084;139555.8348;-17384.7216;0;0;0;1.694729687;0.670758905;179529.3152;520097.4791;2733130.7;-0.001136;0;0;0;0;3.952853623;0;1.694729687;0.670758905;-0.235251847;-2.667901307;0.692425825;7.764748153;-26520.88413;5046.756447;0;0;86414.8;2163;0;0;14798.26514;-26562.25773
14900;6489719.237;140248.104;-17114.89637;0;0;0;1.692228905;0.668449226;180034.7782;520602.9541;2735786.989;-0.001136;0;0;0;0;3.964323132;0;1.692228905;0.668449226;-0.255102079;-2.67040148;0.69021692;7.744897921;-26604.78513;5062.722276;0;0;86414.9;2163;0;0;14898.26346;-26645.8034
15000;6489707.306;140940.3713;-16845.0709;0;0;0;1.689751184;0.666149135;180541.831;521110.019;2738451.633;-0.001136;0;0;0;0;3.975832181;0;1.689751184;0.666149135;-0.274869904;-2.672878594;0.688017737;7.725130096;-26687.98053;5078.553834;0;0;86415;2163;0;0;14998.26176;-26728.64659
15100;6489695.291;141632.6367;-16575.24521;0;0;0;1.687296238;0.663858642;181050.4602;521618.6605;2741124.562;-0.001136;0;0;0;0;3.987380509;0;1.687296238;0.663858642;-0.294555243;-2.675332932;0.685828286;7.705444757;-26770.47666;5094.252325;0;0;86415.1;2163;0;0;15098.26007;-26810.79302
15200;6489683.192;142324.9002;-16305.41928;0;0;0;1.684863782;0.661577753;181560.6526;522128.8651;2743805.705;-0.001136;0;0;0;0;3.998967856;0;1.684863782;0.661577753;-0.314158036;-2.677764781;0.68364857;7.685841964;-26852.27842;5109.818683;0;0;86415.2;2163;0;0;15198.25837;-26892.24834
15300;6489671.009;143017.1618;-16035.59313;0;0;0;1.682453537;0.659306475;182072.3951;522640.6198;2746494.995;-0.001136;0;0;0;0;4.010593965;0;1.682453537;0.659306475;-0.333678237;-2.680174419;0.681478593;7.666321763;-26933.39215;5125.254113;0;0;86415.3;2163;0;0;15298.25666;-26973.01823
15400;6489658.742;143709.4214;-15765.76676;0;0;0;1.680065228;0.65704481;182585.6746;523153.9116;2749192.361;-0.001136;0;0;0;0;4.022258582;0;1.680065228;0.65704481;-0.353115814;-2.682562121;0.679318358;7.646884186;-27013.82331;5140.559654;0;0;86415.4;2163;0;0;15398.25495;-27053.10831
15500;6489646.39;144401.6791;-15495.94018;0;0;0;1.677698584;0.654792761;183100.4781;523668.7275;2751897.737;-0.001136;0;0;0;0;4.033961453;0;1.677698584;0.654792761;-0.37247075;-2.684928159;0.677167864;7.62752925;-27093.57723;5155.73632;0;0;86415.5;2163;0;0;15498.25323;-27132.52421
15600;6489633.954;145093.9348;-15226.11338;0;0;0;1.675353337;0.652550328;183616.7929;524185.0546;2754611.054;-0.001136;0;0;0;0;4.045702329;0;1.675353337;0.652550328;-0.391743042;-2.687272799;0.67502711;7.608256958;-27172.6601;5170.785291;0;0;86415.6;2163;0;0;15598.25151;-27211.27152
15700;6489621.434;145786.1885;-14956.28637;0;0;0;1.673029224;0.65031751;184134.6061;524702.8803;2757332.246;-0.001136;0;0;0;0;4.057480962;0;1.673029224;0.65031751;-0.410932699;-2.689596307;0.672896094;7.589067301;-27251.07674;5185.707481;0;0;86415.7;2163;0;0;15698.24978;-27289.35581
15800;6489608.83;146478.4403;-14686.45916;0;0;0;1.670725986;0.648094304;184653.9053;525222.1919;2760061.247;-0.001136;0;0;0;0;4.069297108;0;1.670725986;0.648094304;-0.430039745;-2.69189894;0.670774811;7.569960255;-27328.8334;5200.504081;0;0;86415.8;2163;0;0;15798.24805;-27366.78263
15900;6489596.142;147170.6902;-14416.63174;0;0;0;1.668443365;0.645880707;185174.6779;525742.977;2762797.991;-0.001136;0;0;0;0;4.081150524;0;1.668443365;0.645880707;-0.449064214;-2.694180955;0.668663255;7.550935786;-27405.93537;5215.176099;0;0;86415.9;2163;0;0;15898.24631;-27443.5575
16000;6489583.37;147862.938;-14146.80413;0;0;0;1.66618111;0.643676712;185696.9114;526265.223;2765542.413;-0.001136;0;0;0;0;4.093040969;0;1.66618111;0.643676712;-0.468006155;-2.696442605;0.666561419;7.531993845;-27482.38787;5229.724526;0;0;86416;2163;16;0;15998.24457;-27519.68589
16100;6489570.514;148555.1839;-13876.97633;0;0;0;1.663938973;0.641482313;186220.5936;526788.9178;2768294.447;-0.001136;0;0;0;0;4.104968206;0;1.663938973;0.641482313;-0.486865626;-2.698684138;0.664469295;7.513134374;-27558.197;5244.150523;0;0;86416.1;2163;16;0;16098.24282;-27595.1733
16200;6489557.573;149247.4277;-13607.14833;0;0;0;1.661716708;0.639297501;186745.7123;527314.0491;2771054.031;-0.001136;0;0;0;0;4.116931998;0;1.661716708;0.639297501;-0.505642699;-2.700905798;0.662386873;7.494357301;-27633.36744;5258.454981;0;0;86416.2;2163;16;0;16198.24107;-27670.02515
16300;6489544.548;149939.6695;-13337.32015;0;0;0;1.659514075;0.637122268;187272.2554;527840.6048;2773821.1;-0.001136;0;0;0;0;4.128932113;0;1.659514075;0.637122268;-0.524337455;-2.703107828;0.660314141;7.475662545;-27707.90528;5272.639062;0;0;86416.3;2163;16;0;16298.23931;-27744.24688
16400;6489531.439;150631.9094;-13067.49179;0;0;0;1.657330834;0.634956601;187800.2108;528368.5729;2776595.591;-0.001136;0;0;0;0;4.140968319;0;1.657330834;0.634956601;-0.542949987;-2.705290465;0.658251088;7.457050013;-27781.81571;5286.703749;0;0;86416.4;2163;16;0;16398.23755;-27817.84383
16500;6489518.246;151324.1472;-12797.66325;0;0;0;1.655166752;0.63280049;188329.5668;528897.9416;2779377.442;-0.001136;0;0;0;0;4.153040388;0;1.655166752;0.63280049;-0.561480398;-2.707453943;0.656197701;7.438519602;-27855.10381;5300.650011;0;0;86416.5;2163;16;0;16498.23579;-27890.82139
16600;6489504.969;152016.3829;-12527.83453;0;0;0;1.653021598;0.630653921;188860.3115;529428.699;2782166.591;-0.001136;0;0;0;0;4.165148094;0;1.653021598;0.630653921;-0.579928802;-2.709598495;0.654153964;7.420071198;-27927.77551;5314.478975;0;0;86416.6;2163;16;0;16598.23402;-27963.18487
16700;6489491.608;152708.6166;-12258.00564;0;0;0;1.650895143;0.628516879;189392.4332;529960.8335;2784962.977;-0.001136;0;0;0;0;4.177291212;0;1.650895143;0.628516879;-0.59829532;-2.711724347;0.652119861;7.40170468;-27999.83537;5328.191511;0;0;86416.7;2163;16;0;16698.23224;-28034.93959
16800;6489478.162;153400.8483;-11988.17659;0;0;0;1.648787163;0.62638935;189925.9204;530494.3335;2787766.538;-0.001136;0;0;0;0;4.18946952;0;1.648787163;0.62638935;-0.616580086;-2.713831724;0.650095377;7.383419914;-28071.28935;5341.78875;0;0;86416.8;2163;16;0;16798.23046;-28106.09079
16900;6489464.632;154093.0779;-11718.34737;0;0;0;1.646697437;0.624271317;190460.7615;531029.1874;2790577.215;-0.001136;0;0;0;0;4.201682799;0;1.646697437;0.624271317;-0.634783241;-2.715920848;0.648080493;7.365216759;-28142.14249;5355.271654;0;0;86416.9;2163;16;0;16898.22868;-28176.64373
17000;6489451.019;154785.3054;-11448.518;0;0;0;1.644625747;0.622162762;190996.9452;531565.384;2793394.947;-0.001136;0;0;0;0;4.213930832;0;1.644625747;0.622162762;-0.652904934;-2.717991936;0.64607519;7.347095066;-28212.3997;5368.641157;0;0;86417;2163;16;0;16998.22689;-28246.60359
17100;6489437.321;155477.5309;-11178.68846;0;0;0;1.642571877;0.620063667;191534.4602;532102.9119;2796219.675;-0.001136;0;0;0;0;4.226213403;0;1.642571877;0.620063667;-0.670945325;-2.720045204;0.644079449;7.329054675;-28282.06677;5381.89836;0;0;86417.1;2163;16;0;17098.2251;-28315.97557
17200;6489423.538;156169.7542;-10908.85878;0;0;0;1.640535616;0.617974013;192073.2953;532641.76;2799051.341;-0.001136;0;0;0;0;4.2385303;0;1.640535616;0.617974013;-0.688904581;-2.722080863;0.642093249;7.311095419;-28351.1481;5395.0441;0;0;86417.2;2163;16;0;17198.2233;-28384.76479
